시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,횡단보도관리번호,횡단보도종류,자전거횡단도겸용여부,고원식적용여부,위도,경도,차로수,횡단보도폭,횡단보도연장,보행자신호등유무,보행자작동신호기유무,음향신호기설치여부,녹색신호시간,적색신호시간,교통섬유무,보도턱낮춤여부,점자블록유무,집중조명시설유무,관리기관명,관리기관전화번호,데이터기준일자
서울특별시,동작구,보라매로,서울특별시 동작구 여의대방로24길 140,서울특별시 동작구 신대방동 347-31,06-0000006446,4,N,N,37.49899262,126.9278213,1,4.6,4.3,N,N,N,,,Y,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로,서울특별시 동작구 여의대방로24길 141,서울특별시 동작구 대방동 407-29,06-0000049674,4,N,N,37.4991825,126.9279512,1,4.6,6.2,N,N,N,,,Y,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24다길,서울특별시 동작구 여의대방로24다길 99,서울특별시 동작구 대방동 404-28,06-0000030192,1,N,N,37.49943546,126.9264924,1,1.5,5.62,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 5,서울특별시 동작구 신대방동 706,06-0000029258,1,N,N,37.49238847,126.925359,5,7.5,18.6,Y,N,Y,35,95,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22길 48,서울특별시 동작구 신대방동 363,06-0000006008,1,N,Y,37.49767125,126.9225896,2,3.1,8.4,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22길 74,서울특별시 동작구 신대방동 361-48,06-0000016344,1,N,N,37.49775248,126.9240781,2,4.3,8.6,N,N,N,,,N,N,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22길 78,서울특별시 동작구 신대방동 361-55,06-0000022496,1,N,N,37.49770626,126.9242937,2,3.9,8.9,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22길 120,서울특별시 동작구 신대방동 352-3,06-0000021421,1,N,N,37.49803877,126.9266113,1,3,10.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24길,서울특별시 동작구 여의대방로24길 70,서울특별시 동작구 신대방동 362-21,06-0000006081,1,N,N,37.49836392,126.9241399,2,4,10.591,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24길,서울특별시 동작구 여의대방로24길 91,서울특별시 동작구 대방동 409-12,06-0000051203,1,N,N,37.49891313,126.9251726,2,3.725,10.813,Y,N,Y,24,76,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24길,서울특별시 동작구 여의대방로22길 121,서울특별시 동작구 신대방동 724,06-0000051204,1,N,N,37.4985308,126.9260495,2,3.332,8.794,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24길,서울특별시 동작구 여의대방로24길 93,서울특별시 동작구 대방동 409-3,06-0000006084,1,N,Y,37.49893011,126.9251894,2,2.336,11.604,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24길,서울특별시 동작구 여의대방로24길 113,서울특별시 동작구 대방동 407-40,06-0000030194,1,N,N,37.49930467,126.926335,2,3.099,4.457,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24길,서울특별시 동작구 여의대방로24길 113,서울특별시 동작구 대방동 407-40,06-0000006086,1,N,N,37.49930467,126.926335,2,3.623,9.21,Y,N,Y,17,27,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로24길,서울특별시 동작구 여의대방로24길 134,서울특별시 동작구 신대방동 347-25,06-0000030193,1,N,N,37.49907569,126.9274499,2,1.938,9.424,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로,서울특별시 동작구 보라매로 61,서울특별시 동작구 신대방동 344-96,06-0000046439,1,N,N,37.49483066,126.9271019,1,2.4,4.4,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로,서울특별시 동작구 보라매로 65,서울특별시 동작구 신대방동 344-41,06-0000004501,1,N,Y,37.49522346,126.9271876,1,1.8,6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로,서울특별시 동작구 보라매로 73,서울특별시 동작구 신대방동 344-36,06-0000004503,1,N,Y,37.4958804,126.9273661,1,2.2,4.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 24,서울특별시 동작구 신대방동 492-207,06-0000006194,1,N,N,37.49411971,126.9110974,7,8.3,27.1,Y,N,Y,44,126,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 24,서울특별시 동작구 신대방동 492-207,06-0000006195,1,N,N,37.49411971,126.9110974,1,2.8,3.4,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 28,서울특별시 동작구 신대방동 707,06-0000006196,1,N,N,37.49527344,126.9116905,3,2,17.5,N,N,N,,,N,N,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 28,서울특별시 동작구 신대방동 707,06-0000024815,3,N,N,37.49527344,126.9116344,3,8.47,8.16,Y,N,Y,41,68,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로10길 14,서울특별시 동작구 신대방동 710,06-0000024811,1,N,N,37.49632437,126.9139635,2,2.4,7.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 68,서울특별시 동작구 신대방동 492-206,06-0000005961,1,N,N,37.49638737,126.9141621,3,4.7,11.5,Y,N,Y,24,49,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 74,서울특별시 동작구 신대방동 470-9,06-0000049152,1,N,N,37.49640996,126.9144903,2,2,9,N,N,N,,,N,N,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로16길,서울특별시 동작구 여의대방로16길 53,서울특별시 동작구 신대방동 460-1,06-0000005966,1,N,Y,37.49471976,126.9167677,2,2.5,5.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로16길,서울특별시 동작구 여의대방로16길 1,서울특별시 동작구 신대방동 385-2,06-0000006562,1,N,N,37.49622999,126.9170984,1,2.4,7.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22나길 1,서울특별시 동작구 신대방동 367-81,06-0000006015,1,N,N,37.49751034,126.9208067,1,2.2,2.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22길 18,서울특별시 동작구 신대방동 367-19,06-0000006014,1,N,N,37.49756628,126.9209114,2,3,4.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로24길 10-4,서울특별시 동작구 신대방동 375-25,06-0000006013,1,N,N,37.497877,126.9209109,1,2.2,3.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22길 38,서울특별시 동작구 신대방동 364-90,06-0000006010,1,N,Y,37.49762314,126.9220173,2,3.4,7.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로22길,서울특별시 동작구 여의대방로22길 40,서울특별시 동작구 신대방동 364-2,06-0000006009,1,N,N,37.4976575,126.9221628,1,1.6,7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 6,서울특별시 동작구 신대방동 692-66,06-0000025144,4,N,Y,37.48772859,126.9123718,1,2.71,7.135,N,N,N,,,Y,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 18,서울특별시 동작구 신대방동 692-30,06-0000004395,1,N,N,37.48733169,126.9112087,4,3.211,19.274,Y,Y,Y,22,95,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 29,서울특별시 동작구 신대방동 694-14,06-0000004394,1,N,N,37.48698415,126.9098719,4,2.447,14.869,Y,Y,N,22,80,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 30,서울특별시 동작구 신대방동 690-26,06-0000044830,1,N,N,37.4872537,126.9099363,1,3.01,5.81,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 29,서울특별시 동작구 신대방동 694-14,06-0000044831,1,N,N,37.48698415,126.9098719,1,2.79,6.317,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 43,서울특별시 동작구 신대방동 694,06-0000004393,1,N,N,37.48746081,126.9083784,4,2.517,12.531,Y,Y,N,21,94,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 44,서울특별시 동작구 신대방동 690-1,06-0000044832,1,N,N,37.48784154,126.9088038,1,2.75,4.87,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 43,서울특별시 동작구 신대방동 694,06-0000027866,1,N,N,37.48746081,126.9083108,3,3.63,15.707,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 54,서울특별시 동작구 신대방동 687-15,06-0000004866,1,N,N,37.48830386,126.9076619,4,3.47,14.434,Y,Y,N,27,58,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 54,서울특별시 동작구 신대방동 687-15,06-0000049295,1,N,N,37.48833296,126.9076619,1,2.42,4.93,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대림로,서울특별시 동작구 대림로 61,서울특별시 동작구 신대방동 686,06-0000004865,1,Y,N,37.48853714,126.9066374,4,2.592,18.574,Y,N,Y,27,173,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방2길,서울특별시 동작구 신대방2길 2-1,서울특별시 동작구 신대방동 644-5,06-0000004397,1,N,N,37.48773219,126.9127291,4,2.444,19.208,Y,N,Y,28,23,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 8,서울특별시 동작구 신대방동 565-21,06-0000005861,1,N,N,37.49310363,126.9106015,2,2.2,6.4,N,N,N,,,N,N,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,여의대방로,서울특별시 동작구 여의대방로 24,서울특별시 동작구 신대방동 492-207,06-0000006193,1,N,N,37.49411971,126.9110974,4,2.75,14.5,N,N,N,,,N,N,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,시흥대로,서울특별시 동작구 시흥대로 640,서울특별시 동작구 신대방동 685,06-0000004864,1,N,N,37.48894309,126.9068561,10,4.68,9.9,N,N,N,,,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,시흥대로,서울특별시 동작구 시흥대로 682,서울특별시 동작구 신대방동 565-14,06-0000005613,1,N,N,37.49209007,126.909325,10,3.6,19.45,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,시흥대로,서울특별시 동작구 시흥대로 596,서울특별시 동작구 신대방동 698,06-0000004007,1,N,N,37.48562827,126.9043105,10,4.03,19.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,시흥대로,서울특별시 동작구 시흥대로 596,서울특별시 동작구 신대방동 698,06-0000049365,1,N,N,37.48562827,126.9043105,10,3,7.68,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,시흥대로,서울특별시 동작구 시흥대로 616,서울특별시 동작구 신대방동 686-44,06-0000004009,1,Y,N,37.487073,126.9056392,10,2,9.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,시흥대로,서울특별시 동작구 신대방1가길 38,서울특별시 동작구 신대방동 719,06-0000004010,1,N,N,37.487901,126.9069396,10,4,9.17,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 38,서울특별시 동작구 신대방동 719,06-0000027865,1,N,Y,37.487901,126.9069396,1,3.98,6.37,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 37,서울특별시 동작구 신대방동 695-15,06-0000027867,1,N,N,37.48714374,126.9081406,1,2.9,4.6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 38,서울특별시 동작구 신대방동 719,06-0000027868,1,N,N,37.487901,126.9069396,2,3.75,6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 43,서울특별시 동작구 신대방동 695-13,06-0000027869,1,N,N,37.48696323,126.9079736,2,4.02,12.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 63,서울특별시 동작구 신대방동 686-17,06-0000027871,1,N,N,37.4865732,126.9068511,1,2.37,4.45,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 38,서울특별시 동작구 신대방동 719,06-0000027872,1,N,N,37.487901,126.9069803,1,5.5,8.1,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 69,서울특별시 동작구 신대방동 686-28,06-0000027874,1,N,N,37.4866901,126.9064903,1,2.3,5.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,신대방1가길,서울특별시 동작구 신대방1가길 38,서울특별시 동작구 신대방동 719,06-0000027875,1,N,N,37.487901,126.9069396,1,3.93,5.6,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 15,서울특별시 동작구 신대방동 395-70,06-0000018018,1,N,N,37.49217586,126.9242713,4,6.1,18.9,Y,N,Y,35,95,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 15,서울특별시 동작구 신대방동 395-70,06-0000018019,1,N,N,37.49217586,126.9242713,5,2.7,5,Y,N,Y,35,95,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 15,서울특별시 동작구 신대방동 395-70,06-0000035182,1,N,N,37.49217586,126.9242713,1,2.1,3.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 23,서울특별시 동작구 신대방동 395-62,06-0000004338,1,Y,Y,37.49257855,126.9236102,5,2.3,6.9,Y,N,Y,38,92,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 20,서울특별시 동작구 신대방동 425,06-0000004508,1,N,N,37.49301375,126.9243325,1,1.5,3.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 23,서울특별시 동작구 신대방동 395-62,06-0000004509,1,N,N,37.49257855,126.9236102,5,2.5,6.5,Y,N,Y,38,92,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 20,서울특별시 동작구 신대방동 425,06-0000004510,1,N,N,37.49307904,126.9243325,2,3.4,5.4,Y,N,Y,38,92,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 20,서울특별시 동작구 신대방동 425,06-0000004511,1,N,N,37.49303168,126.9243325,2,1.4,6.9,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 23,서울특별시 동작구 신대방동 395-62,06-0000004321,1,N,N,37.49257855,126.9236102,5,3.9,7.8,Y,N,N,38,92,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 43,서울특별시 동작구 신대방동 395-66,06-0000004217,1,N,N,37.49143108,126.923417,2,4.8,7.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,보라매로5길,서울특별시 동작구 보라매로5길 43,서울특별시 동작구 신대방동 395-66,06-0000004213,1,N,N,37.49143108,126.923417,5,4.8,8.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 43-1,서울특별시 동작구 대방동 396-1,06-0000006100,1,N,N,37.50028389,126.9252086,2,4.1,7.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 33,서울특별시 동작구 대방동 396-5,06-9900000013,1,N,N,37.50002127,126.9242518,2,3.3,9.4,Y,N,Y,22,60,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 4,서울특별시 동작구 대방동 400-5,06-0000004506,1,N,N,37.499799,126.9208268,1,3.2,5.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 5,서울특별시 동작구 대방동 399-1,06-0000005596,1,N,N,37.50031185,126.9212173,1,3.3,7.2,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 16,서울특별시 동작구 대방동 401-21,06-0000040199,1,N,N,37.49977301,126.922318,1,3.5,7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 19,서울특별시 동작구 대방동 397-12,06-0000005595,1,N,N,37.50007456,126.9226379,1,2.9,7.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 19,서울특별시 동작구 대방동 397-12,06-0000005594,1,N,N,37.50007456,126.9226723,4,6.7,20.8,Y,N,Y,32,100,N,Y,Y,Y,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 34,서울특별시 동작구 대방동 403-11,06-0000006089,1,N,N,37.49961665,126.9242845,2,3.7,7.6,Y,N,N,22,40,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 43,서울특별시 동작구 대방동 395-4,06-0000006091,1,N,N,37.49991898,126.9254578,2,2.5,8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 58,서울특별시 동작구 대방동 405-8,06-0000006095,1,N,N,37.4995662,126.9268688,1,2.5,7.8,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 53,서울특별시 동작구 대방동 395-2,06-0000006096,1,N,N,37.49990403,126.9265216,1,2.6,7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 69,서울특별시 동작구 대방동 393-65,06-0000006441,1,N,N,37.49996051,126.928376,1,3.5,8.8,Y,N,Y,30,63,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 74,서울특별시 동작구 대방동 334,06-0000049373,1,N,N,37.49936382,126.9287454,1,4,8.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,상도로,서울특별시 동작구 상도로 77,서울특별시 동작구 대방동 335-15,06-0000006450,1,N,N,37.49984264,126.9292296,1,3,5.5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동1길,서울특별시 동작구 대방동1길 12,서울특별시 동작구 대방동 391-357,06-0000030184,1,N,N,37.50037259,126.9265486,1,3.5,6,N,N,N,,,N,N,N,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동1길,서울특별시 동작구 대방동1길 22,서울특별시 동작구 대방동 391-62,06-0000006099,1,N,N,37.50061445,126.9248833,1,4.2,5,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동1길,서울특별시 동작구 대방동1길 23,서울특별시 동작구 대방동 396-8,06-0000030183,1,N,N,37.50023426,126.9249447,1,3.5,6.2,N,N,N,,,N,N,N,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동1길,서울특별시 동작구 대방동1길 32,서울특별시 동작구 대방동 391-354,06-0000022003,1,N,N,37.50042013,126.9242261,1,3,6.5,N,N,N,,,N,N,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동1길,서울특별시 동작구 대방동1길 46,서울특별시 동작구 대방동 390-5,06-0000038295,1,N,N,37.50190126,126.922363,1,3.4,9.3,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동7길,서울특별시 동작구 대방동7길 82,서울특별시 동작구 대방동 391-513,06-0000030182,1,N,N,37.50043115,126.9246808,1,1.54,2.7,N,N,N,,,N,Y,Y,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동9길,서울특별시 동작구 대방동9길 4,서울특별시 동작구 대방동 391-225,06-0000044950,1,N,N,37.50262469,126.9263227,1,1.8,2,N,N,N,,,N,N,N,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동27길,서울특별시 동작구 대방동27길 110,서울특별시 동작구 대방동 397-5,06-0000006101,1,N,Y,37.50026166,126.9239617,1,1.971,2.904,N,N,N,,,N,N,N,N,서울특별시 동작구청,02-820-1522,2026-03-06
서울특별시,동작구,대방동15길,서울특별시 동작구 대방동15길 3,서울특별시 동작구 대방동 391-287,06-0000044947,1,N,N,37.5018865,126.9246484,1,1.968,2.45,N,N,N,,,N,N,N,N,서울특별시 동작구청,02-820-1522,2026-03-06
