"합계",구로구,개봉3동,3,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-
"합계",구로구,개봉본동,3,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",구로구,오류1동,6,-,-,-,2,1,1,-,1,-,1,-,-,-,-,-
"합계",구로구,오류2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",구로구,수궁동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",금천구,소계,60,-,9,3,11,1,10,-,6,-,11,6,2,1,-,-
"합계",금천구,가산동,23,-,4,1,6,-,3,-,1,-,5,2,1,-,-,-
"합계",금천구,독산1동,5,-,2,-,1,-,-,-,1,-,1,-,-,-,-,-
"합계",금천구,독산2동,3,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-
"합계",금천구,독산3동,4,-,-,-,1,-,2,-,-,-,-,-,-,1,-,-
"합계",금천구,독산4동,3,-,-,1,-,-,-,-,-,-,1,1,-,-,-,-
"합계",금천구,시흥1동,10,-,2,1,2,1,1,-,-,-,1,1,1,-,-,-
"합계",금천구,시흥2동,3,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",금천구,시흥3동,6,-,-,-,-,-,2,-,1,-,2,1,-,-,-,-
"합계",금천구,시흥4동,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-
"합계",금천구,시흥5동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,소계,164,-,26,11,31,7,27,5,21,3,16,9,6,2,-,-
"합계",영등포구,영등포1동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,영등포2동,17,-,3,-,4,1,3,1,3,-,1,1,-,-,-,-
"합계",영등포구,여의동,87,-,10,6,12,5,16,4,12,3,6,7,4,2,-,-
"합계",영등포구,당산1동,7,-,3,-,1,-,2,-,-,-,1,-,-,-,-,-
"합계",영등포구,당산2동,8,-,1,-,2,1,1,-,2,-,1,-,-,-,-,-
"합계",영등포구,도림1동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",영등포구,문래1동,8,-,2,-,2,-,-,-,2,-,2,-,-,-,-,-
"합계",영등포구,문래2동,3,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-
"합계",영등포구,양평1동,6,-,1,1,3,-,-,-,-,-,1,-,-,-,-,-
"합계",영등포구,양평2동,3,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-
"합계",영등포구,신길1동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,신길2동,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
"합계",영등포구,신길3동,5,-,2,-,2,-,-,-,-,-,-,1,-,-,-,-
"합계",영등포구,신길4동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",영등포구,신길6동,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,신길7동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",영등포구,대림1동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",영등포구,대림2동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",영등포구,대림3동,9,-,2,1,2,-,1,-,1,-,1,-,1,-,-,-
"합계",동작구,소계,63,-,13,4,12,2,14,1,9,-,3,4,1,-,-,-
"합계",동작구,노량진1동,7,-,2,1,1,-,1,-,1,-,-,-,1,-,-,-
"합계",동작구,노량진2동,2,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-
"합계",동작구,상도1동,4,-,-,-,2,1,-,-,1,-,-,-,-,-,-,-
"합계",동작구,상도2동,3,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-
"합계",동작구,상도3동,3,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-
"합계",동작구,상도4동,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",동작구,상도5동,3,-,2,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",동작구,본동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",동작구,흑석1동,4,-,2,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",동작구,흑석2동,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",동작구,흑석3동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",동작구,사당1동,7,-,-,1,2,-,1,-,1,-,1,1,-,-,-,-
"합계",동작구,사당2동,2,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
"합계",동작구,사당3동,4,-,1,-,2,-,1,-,-,-,-,-,-,-,-,-
"합계",동작구,대방동,7,-,2,-,2,-,3,-,-,-,-,-,-,-,-,-
"합계",동작구,신대방1동,3,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",동작구,신대방2동,9,-,1,1,-,-,2,1,1,-,1,2,-,-,-,-
"합계",관악구,소계,64,-,15,5,17,2,9,1,4,-,5,4,2,-,-,-
"합계",관악구,봉천본동,2,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
"합계",관악구,봉천1동,4,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,봉천3동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,봉천4동,5,-,2,-,-,-,1,-,-,-,1,-,1,-,-,-
"합계",관악구,봉천5동,4,-,1,1,-,-,2,-,-,-,-,-,-,-,-,-
"합계",관악구,봉천6동,7,-,2,-,2,1,1,-,-,-,-,-,1,-,-,-
"합계",관악구,봉천7동,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",관악구,봉천8동,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",관악구,봉천10동,3,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-
"합계",관악구,봉천11동,6,-,1,-,2,-,1,-,1,-,1,-,-,-,-,-
"합계",관악구,남현동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,신림본동,3,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-
"합계",관악구,신림1동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",관악구,신림2동,3,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,신림3동,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",관악구,신림4동,3,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-
"합계",관악구,신림5동,4,-,1,-,1,1,-,-,1,-,-,-,-,-,-,-
"합계",관악구,신림7동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,신림8동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,신림9동,4,-,1,-,1,-,-,-,-,-,-,2,-,-,-,-
"합계",관악구,신림11동,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",관악구,신림12동,2,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
"합계",서초구,소계,216,-,34,16,33,19,43,12,30,2,14,9,3,1,-,-
"합계",서초구,서초1동,13,-,2,1,2,2,1,2,2,-,-,1,-,-,-,-
"합계",서초구,서초2동,30,-,5,2,4,1,4,1,6,1,3,-,2,1,-,-
"합계",서초구,서초3동,32,-,5,2,3,2,11,-,4,1,3,1,-,-,-,-
"합계",서초구,서초4동,19,-,5,2,4,2,2,-,3,-,1,-,-,-,-,-
"합계",서초구,잠원동,19,-,3,2,4,2,4,1,3,-,-,-,-,-,-,-
"합계",서초구,반포본동,9,-,2,2,2,1,2,-,-,-,-,-,-,-,-,-
"합계",서초구,반포1동,7,-,1,1,1,-,2,-,1,-,1,-,-,-,-,-
"합계",서초구,반포2동,4,-,-,-,-,-,1,-,1,-,1,1,-,-,-,-
"합계",서초구,반포4동,17,-,2,-,3,2,4,1,4,-,-,1,-,-,-,-
"합계",서초구,방배본동,8,-,1,2,2,-,1,1,1,-,-,-,-,-,-,-
"합계",서초구,방배1동,6,-,-,1,1,1,2,-,1,-,-,-,-,-,-,-
"합계",서초구,방배2동,4,-,1,-,1,1,-,1,-,-,-,-,-,-,-,-
"합계",서초구,방배3동,6,-,1,-,1,-,-,2,1,-,1,-,-,-,-,-
"합계",서초구,방배4동,15,-,1,-,4,-,3,1,2,-,2,2,-,-,-,-
"합계",서초구,양재1동,11,-,3,-,-,3,1,1,1,-,1,-,1,-,-,-
"합계",서초구,양재2동,16,-,2,1,1,2,5,1,-,-,1,3,-,-,-,-
"합계",강남구,소계,398,1,59,21,68,26,74,28,50,6,21,33,6,3,1,1
"합계",강남구,신사동,43,-,7,2,9,3,9,2,5,-,2,2,1,1,-,-
"합계",강남구,논현1동,20,-,2,1,3,2,3,1,5,-,2,1,-,-,-,-
"합계",강남구,논현2동,31,-,4,2,6,3,5,1,4,-,3,3,-,-,-,-
"합계",강남구,압구정1동,4,-,1,1,1,-,-,1,-,-,-,-,-,-,-,-
"합계",강남구,압구정2동,3,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-
"합계",강남구,청담1동,13,-,3,1,4,-,1,1,3,-,-,-,-,-,-,-
"합계",강남구,청담2동,7,-,1,-,-,-,1,1,1,-,1,2,-,-,-,-
"합계",강남구,삼성1동,39,-,6,2,4,5,8,3,6,-,2,2,-,1,-,-
"합계",강남구,삼성2동,16,-,3,1,2,-,2,1,3,-,1,2,1,-,-,-
"합계",강남구,대치1동,17,-,1,1,4,1,3,1,3,-,1,1,-,-,-,1
"합계",강남구,대치2동,7,-,2,-,1,-,2,2,-,-,-,-,-,-,-,-
"합계",강남구,대치3동,16,-,-,-,2,1,5,2,3,1,-,1,-,-,1,-
"합계",강남구,대치4동,25,-,3,2,4,3,5,-,1,-,2,4,1,-,-,-
"합계",강남구,역삼1동,72,-,7,4,15,4,16,5,5,3,3,7,3,-,-,-
"합계",강남구,역삼2동,21,-,4,1,2,1,3,2,3,1,2,2,-,-,-,-
"합계",강남구,도곡1동,17,-,3,-,3,-,4,1,2,1,1,2,-,-,-,-
"합계",강남구,도곡2동,17,-,4,2,2,1,2,1,2,-,1,1,-,1,-,-
"합계",강남구,개포1동,5,-,1,1,1,1,1,-,-,-,-,-,-,-,-,-
"합계",강남구,개포2동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-
"합계",강남구,개포3동,2,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",강남구,개포4동,5,-,1,-,1,-,-,-,1,-,-,2,-,-,-,-
"합계",강남구,세곡동,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강남구,일원본동,5,-,1,-,1,1,1,1,-,-,-,-,-,-,-,-
"합계",강남구,일원1동,5,-,1,-,-,-,2,-,1,-,-,1,-,-,-,-
"합계",강남구,일원2동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강남구,수서동,3,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",송파구,소계,154,-,29,11,27,10,27,6,22,-,8,8,5,1,-,-
"합계",송파구,풍납1동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",송파구,풍납2동,4,-,1,-,-,1,1,-,1,-,-,-,-,-,-,-
"합계",송파구,거여2동,4,-,1,-,1,-,-,-,1,-,-,1,-,-,-,-
"합계",송파구,마천1동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,마천2동,3,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-
"합계",송파구,방이1동,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,방이2동,12,-,2,-,2,2,2,1,2,-,1,-,-,-,-,-
"합계",송파구,오륜동,2,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-
"합계",송파구,오금동,6,-,-,-,1,-,1,-,2,-,1,-,1,-,-,-
"합계",송파구,송파1동,8,-,1,1,3,1,-,-,-,-,1,1,-,-,-,-
"합계",송파구,송파2동,4,-,1,-,-,-,1,1,1,-,-,-,-,-,-,-
"합계",송파구,석촌동,10,-,3,-,1,-,2,1,2,-,-,-,1,-,-,-
"합계",송파구,삼전동,6,-,1,-,3,-,-,1,-,-,1,-,-,-,-,-
"합계",송파구,가락본동,15,-,2,2,3,1,2,1,1,-,1,2,-,-,-,-
"합계",송파구,가락1동,4,-,-,1,-,-,-,-,-,-,-,2,1,-,-,-
"합계",송파구,가락2동,9,-,2,-,1,-,1,1,3,-,-,1,-,-,-,-
"합계",송파구,문정1동,3,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-
"합계",송파구,문정2동,4,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",송파구,장지동,5,-,1,1,1,-,1,-,1,-,-,-,-,-,-,-
"합계",송파구,잠실본동,8,-,1,-,2,-,1,-,2,-,2,-,-,-,-,-
"합계",송파구,잠실1동,5,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-
"합계",송파구,잠실3동,12,-,3,-,2,1,4,-,1,-,-,1,-,-,-,-
"합계",송파구,잠실4동,20,-,5,1,2,1,7,-,2,-,-,-,1,1,-,-
"합계",송파구,잠실5동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,잠실7동,4,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-
"합계",강동구,소계,79,-,14,6,16,3,14,3,11,-,5,5,2,-,-,-
"합계",강동구,상일동,2,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",강동구,명일1동,7,-,2,-,2,-,2,-,1,-,-,-,-,-,-,-
"합계",강동구,명일2동,8,-,1,1,1,1,1,1,1,-,-,1,-,-,-,-
"합계",강동구,고덕2동,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",강동구,암사1동,3,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
"합계",강동구,암사2동,3,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-
"합계",강동구,암사3동,3,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-
"합계",강동구,암사4동,2,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-
"합계",강동구,천호1동,3,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-
"합계",강동구,천호2동,6,-,1,1,1,-,-,1,1,-,-,1,-,-,-,-
"합계",강동구,천호3동,3,-,-,-,-,-,1,-,1,-,1,-,-,-,-,-
"합계",강동구,천호4동,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
"합계",강동구,성내1동,7,-,1,-,2,-,-,1,1,-,1,1,-,-,-,-
"합계",강동구,성내2동,4,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-
"합계",강동구,성내3동,6,-,1,-,1,1,1,-,1,-,1,-,-,-,-,-
"합계",강동구,길1동,8,-,2,-,2,-,1,-,-,-,1,1,1,-,-,-
"합계",강동구,길2동,3,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-
"합계",강동구,둔촌1동,3,-,-,-,1,-,1,-,1,-,-,-,-,-,-,-
"합계",강동구,둔촌2동,5,-,2,1,-,-,1,-,1,-,-,-,-,-,-,-
