"합계",영등포구,신길3동,4,-,1,-,2,-,-,-,-,-,1,-,-,-,-
"합계",영등포구,신길4동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",영등포구,신길5동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,신길6동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,신길7동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,대림1동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",영등포구,대림2동,2,-,-,-,-,1,-,-,-,-,-,-,-,-,1
"합계",영등포구,대림3동,6,-,1,-,1,-,-,1,-,1,-,1,-,-,1
"합계",동작구,소계,38,-,10,2,6,6,-,5,-,3,4,2,-,-,-
"합계",동작구,노량진1동,3,-,-,-,-,1,-,1,-,1,-,-,-,-,-
"합계",동작구,노량진2동,4,-,2,-,1,-,-,-,-,-,-,1,-,-,-
"합계",동작구,상도1동,3,-,2,-,-,-,-,1,-,-,-,-,-,-,-
"합계",동작구,상도2동,3,-,1,-,1,1,-,-,-,-,-,-,-,-,-
"합계",동작구,상도3동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",동작구,상도4동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",동작구,흑석동,5,-,2,-,1,-,-,1,-,-,1,-,-,-,-
"합계",동작구,사당1동,6,-,-,1,1,1,-,-,-,1,1,1,-,-,-
"합계",동작구,사당2동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",동작구,사당3동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",동작구,사당4동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",동작구,사당5동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",동작구,대방동,3,-,1,-,1,1,-,-,-,-,-,-,-,-,-
"합계",동작구,신대방1동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",동작구,신대방2동,6,-,1,-,-,2,-,1,-,1,1,-,-,-,-
"합계",관악구,소계,33,-,9,1,9,5,-,3,-,3,2,1,-,-,-
"합계",관악구,보라매동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",관악구,청림동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,성현동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,행운동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",관악구,낙성대동,3,-,-,-,1,1,-,1,-,-,-,-,-,-,-
"합계",관악구,청룡동,6,-,2,-,1,1,-,-,-,1,-,1,-,-,-
"합계",관악구,은천동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,중앙동,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-
"합계",관악구,인헌동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-
"합계",관악구,남현동,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,서원동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",관악구,신원동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",관악구,서림동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,신사동,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
"합계",관악구,신림동,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-
"합계",관악구,난향동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,조원동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",관악구,대학동,5,-,2,-,1,1,-,-,-,-,1,-,-,-,-
"합계",관악구,삼성동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",관악구,미성동,3,-,1,-,1,-,-,-,-,1,-,-,-,-,-
"합계",관악구,난곡동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",서초구,소계,157,-,28,8,26,32,1,25,5,14,10,4,3,1,-
"합계",서초구,서초1동,10,-,2,1,1,1,-,2,-,1,1,-,-,1,-
"합계",서초구,서초2동,23,-,3,1,4,4,-,3,3,1,1,2,1,-,-
"합계",서초구,서초3동,29,-,4,1,4,10,-,4,1,3,2,-,-,-,-
"합계",서초구,서초4동,13,-,4,-,4,1,-,2,-,1,-,1,-,-,-
"합계",서초구,잠원동,8,-,1,1,2,1,-,1,1,-,-,-,1,-,-
"합계",서초구,반포본동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",서초구,반포1동,4,-,-,-,-,1,-,-,-,2,1,-,-,-,-
"합계",서초구,반포2동,5,-,-,1,-,1,-,2,-,-,-,-,1,-,-
"합계",서초구,반포3동,7,-,2,-,1,1,-,2,-,1,-,-,-,-,-
"합계",서초구,반포4동,12,-,4,1,2,2,1,2,-,-,-,-,-,-,-
"합계",서초구,방배본동,6,-,1,1,1,-,-,1,-,1,1,-,-,-,-
"합계",서초구,방배1동,4,-,-,-,1,2,-,1,-,-,-,-,-,-,-
"합계",서초구,방배2동,2,-,1,-,-,1,-,-,-,-,-,-,-,-,-
"합계",서초구,방배3동,3,-,1,-,1,-,-,-,-,1,-,-,-,-,-
"합계",서초구,방배4동,6,-,1,-,2,-,-,1,-,1,1,-,-,-,-
"합계",서초구,양재1동,10,-,2,-,2,2,-,2,-,1,-,1,-,-,-
"합계",서초구,양재2동,15,-,2,1,1,5,-,2,-,1,3,-,-,-,-
"합계",서초구,내곡동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강남구,소계,275,1,44,12,53,52,6,39,6,25,23,9,4,-,1
"합계",강남구,신사동,12,-,2,-,3,3,-,1,-,1,1,1,-,-,-
"합계",강남구,논현1동,15,-,2,-,3,2,-,2,-,3,2,1,-,-,-
"합계",강남구,논현2동,11,-,1,-,4,3,-,1,-,1,-,1,-,-,-
"합계",강남구,압구정동,25,-,5,3,5,5,-,3,-,2,1,-,1,-,-
"합계",강남구,청담동,19,-,4,-,4,2,1,4,-,2,2,-,-,-,-
"합계",강남구,삼성1동,25,-,3,2,3,5,-,7,1,2,2,-,-,-,-
"합계",강남구,삼성2동,11,-,3,-,1,3,-,2,1,1,-,-,-,-,-
"합계",강남구,대치1동,10,-,2,1,1,1,-,1,1,1,1,-,1,-,-
"합계",강남구,대치2동,25,-,3,-,5,5,4,4,1,-,2,-,1,-,-
"합계",강남구,대치4동,12,-,2,-,1,4,-,-,-,2,1,1,-,-,1
"합계",강남구,역삼1동,50,-,6,2,11,11,-,5,1,5,5,4,-,-,-
"합계",강남구,역삼2동,13,1,3,2,2,1,-,1,1,2,-,-,-,-,-
"합계",강남구,도곡1동,8,-,2,-,1,1,-,1,-,1,2,-,-,-,-
"합계",강남구,도곡2동,19,-,2,2,4,3,1,3,-,2,1,-,1,-,-
"합계",강남구,개포1동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",강남구,개포2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",강남구,개포3동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-
"합계",강남구,개포4동,4,-,1,-,1,-,-,1,-,-,1,-,-,-,-
"합계",강남구,세곡동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",강남구,일원본동,5,-,-,-,1,2,-,1,-,-,-,1,-,-,-
"합계",강남구,일원1동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",강남구,수서동,3,-,1,-,1,-,-,1,-,-,-,-,-,-,-
"합계",송파구,소계,115,-,21,9,19,17,1,20,3,7,12,5,1,-,-
"합계",송파구,풍납1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,풍납2동,5,-,1,-,-,1,-,3,-,-,-,-,-,-,-
"합계",송파구,거여1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,거여2동,3,-,1,-,-,-,-,1,-,-,1,-,-,-,-
"합계",송파구,마천1동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,마천2동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",송파구,방이1동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,방이2동,4,-,1,-,1,-,-,1,-,1,-,-,-,-,-
"합계",송파구,오륜동,5,-,1,-,1,1,-,2,-,-,-,-,-,-,-
"합계",송파구,오금동,5,-,-,-,1,1,-,1,-,1,-,1,-,-,-
"합계",송파구,송파1동,4,-,-,1,1,-,-,-,-,1,1,-,-,-,-
"합계",송파구,송파2동,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"합계",송파구,석촌동,4,-,1,-,-,-,-,1,-,1,-,1,-,-,-
"합계",송파구,삼전동,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-
"합계",송파구,가락본동,9,-,1,1,1,2,-,1,-,1,2,-,-,-,-
"합계",송파구,가락1동,8,-,1,-,1,1,-,1,-,-,2,2,-,-,-
"합계",송파구,가락2동,5,-,1,-,1,1,-,1,-,-,1,-,-,-,-
"합계",송파구,문정1동,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
"합계",송파구,문정2동,11,-,2,1,2,3,-,2,-,1,-,-,-,-,-
"합계",송파구,장지동,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-
"합계",송파구,위례동,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
"합계",송파구,잠실본동,9,-,2,1,2,1,-,1,1,-,1,-,-,-,-
"합계",송파구,잠실2동,4,-,-,-,-,-,-,-,2,1,1,-,-,-,-
"합계",송파구,잠실3동,6,-,1,-,2,2,-,1,-,-,-,-,-,-,-
"합계",송파구,잠실4동,3,-,1,-,1,1,-,-,-,-,-,-,-,-,-
"합계",송파구,잠실6동,17,-,6,1,1,3,1,2,-,-,1,1,1,-,-
"합계",송파구,잠실7동,3,-,1,1,-,-,-,1,-,-,-,-,-,-,-
"합계",강동구,소계,46,-,11,2,10,6,-,6,1,4,4,2,-,-,-
"합계",강동구,강일동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강동구,상일1동,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-
"합계",강동구,상일2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",강동구,명일1동,5,-,1,-,1,2,-,1,-,-,-,-,-,-,-
"합계",강동구,명일2동,5,-,1,1,1,-,-,1,-,-,1,-,-,-,-
"합계",강동구,고덕1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강동구,고덕2동,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
"합계",강동구,암사1동,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
"합계",강동구,암사2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"합계",강동구,암사3동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강동구,천호1동,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
"합계",강동구,천호2동,3,-,-,-,-,1,-,1,-,-,1,-,-,-,-
"합계",강동구,천호3동,3,-,1,-,-,-,-,1,-,1,-,-,-,-,-
"합계",강동구,성내1동,4,-,1,-,1,-,-,-,-,1,1,-,-,-,-
"합계",강동구,성내2동,2,-,-,1,1,-,-,-,-,-,-,-,-,-,-
"합계",강동구,성내3동,5,-,1,-,1,1,-,1,-,1,-,-,-,-,-
"합계",강동구,길동,8,-,2,-,1,1,-,-,1,1,1,1,-,-,-
"합계",강동구,둔촌1동,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강동구,둔촌2동,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-
